Област,Община,Населено място,Училище,Код по Админ,БЕЛ(ООП),,Мат(ПП),,Ист(ПП),,ФА(ПП),,ГИ(ПП),,ХООС(ПП),,Фил(ПП),,БЗО(ПП),,Инф(ПП),,ИТ(ПП),,МУЗ(ПП),,ИИ(ПП),,Пр(ПП),,АЕ(ПП),,,,,,РЕ(ПП),,,,,,НЕ(ПП),,,,,,ИсЕ(ПП),,,,,,ФЕ(ПП),,,,,,ИтЕ(ПП),,,,,,ДИППК-п.р,,ДИППК-тест,,ДИППК-Д.Пр,,ДИППК-пр.,
,,,,,З,,З,,З,,З,,З,,З,,З,,З,,З,,З,,З,,З,,З,,B1-З,,B1.1-З,,B2-З,,B1-З,,B1.1-З,,B2-З,,B1-З,,B1.1-З,,B2-З,,B1-З,,B1.1-З,,B2-З,,B1-З,,B1.1-З,,B2-З,,B1-З,,B1.1-З,,B2-З,,З,,З,,З,,З,
,,,,,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.,Бр.,Ср.усп.
СТАРА ЗАГОРА,ПАВЕЛ БАНЯ,ГР.ПАВЕЛ БАНЯ,Професионална гимназия по ресторантьорство и хотелиерство,2409140,7,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4.3,,,,
СТАРА ЗАГОРА,РАДНЕВО,ГР.РАДНЕВО,"Средно училище ""Гео Милев""",2401052,37,3.59,,,,,,,13,3.68,2,3.51,,,6,03.04,,,,,,,,,6,4.29,,,,,10,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СТАРА ЗАГОРА,РАДНЕВО,ГР.РАДНЕВО,"Професионална гимназия ""Св.Иван Рилски""",2401053,45,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,4.19,1,4.26
СТАРА ЗАГОРА,СТАРА ЗАГОРА,ГР.СТАРА ЗАГОРА,"Средно училище ""Железник""",2400014,2,2,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СТАРА ЗАГОРА,СТАРА ЗАГОРА,ГР.СТАРА ЗАГОРА,"Профилирана природоматематическа гимназия ""Гео Милев""",2400102,129,4.64,39,4.3,,,,,,,,,,,15,4.25,11,4.81,13,4.68,,,,,,,,,,,53,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СТАРА ЗАГОРА,СТАРА ЗАГОРА,ГР.СТАРА ЗАГОРА,"Средно училище ""Васил Левски""",2400104,16,3.66,,,11,3.59,,,,,,,,,5,2.83,4,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СТАРА ЗАГОРА,СТАРА ЗАГОРА,ГР.СТАРА ЗАГОРА,"Средно училище ""Максим Горки""",2400106,105,4.38,,,3,4.3,,,2,4.13,,,,,1,3,,,,,,,,,,,,,45,5.59,27,4.47,,,2,04.03,16,4.19,,,,,,,,,,,8,4.68,,,,,,,,,,,,,,,,,,,,
СТАРА ЗАГОРА,СТАРА ЗАГОРА,ГР.СТАРА ЗАГОРА,"Средно училище ""Иван Вазов""",2400107,25,3.99,,,,,,,,,,,,,14,3.16,,,14,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СТАРА ЗАГОРА,СТАРА ЗАГОРА,ГР.СТАРА ЗАГОРА,"Спортно училище ""Тодор Каблешков""",2400108,52,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3.46,18,4.37,,
СТАРА ЗАГОРА,СТАРА ЗАГОРА,ГР.СТАРА ЗАГОРА,"Вечерно средно училище ""Захари Стоянов""",2400110,22,3.63,,,,,,,23,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СТАРА ЗАГОРА,СТАРА ЗАГОРА,ГР.СТАРА ЗАГОРА,"Професионална гимназия по механотехника и транспорт ""Н. Й. Вапцаров""",2400111,24,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4.47,,,7,3.78,,
СТАРА ЗАГОРА,СТАРА ЗАГОРА,ГР.СТАРА ЗАГОРА,"ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ЕЛЕКТРОТЕХНИКА И ТЕХНОЛОГИИ"" Г. С. РАКОВСКИ""",2400112,60,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2.25,,,48,4.65,1,4.2
СТАРА ЗАГОРА,СТАРА ЗАГОРА,ГР.СТАРА ЗАГОРА,"Национална професионална гимназия по ветеринарна медицина ""Иван Павлов""",2400116,77,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,4.95,,,,,,
СТАРА ЗАГОРА,СТАРА ЗАГОРА,ГР.СТАРА ЗАГОРА,"Професионална гимназия по електроника ""Джон Атанасов""",2400117,79,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,4,,,28,4.74,,
СТАРА ЗАГОРА,СТАРА ЗАГОРА,ГР.СТАРА ЗАГОРА,"Професионална гимназия по строителство и дървообработване ""Инж. Недьо Ранчев""",2400119,6,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3.6,,,,
СТАРА ЗАГОРА,СТАРА ЗАГОРА,ГР.СТАРА ЗАГОРА,"Средно училище ""Поп Минчо Кънчев""",2400121,2,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,03.07,,,,,,
СТАРА ЗАГОРА,СТАРА ЗАГОРА,ГР.СТАРА ЗАГОРА,"Професионална гимназия по облекло и хранене ""Райна Княгиня""",2400165,91,03.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3.2,12,3.2,56,4.69,,
СТАРА ЗАГОРА,СТАРА ЗАГОРА,ГР.СТАРА ЗАГОРА,"Средно училище ""Христо Ботев""",2400174,2,3.86,,,,,,,2,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СТАРА ЗАГОРА,СТАРА ЗАГОРА,ГР.СТАРА ЗАГОРА,"Търговска гимназия ""Княз Симеон Търновски""",2402016,129,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,5.67,,
СТАРА ЗАГОРА,СТАРА ЗАГОРА,ГР.СТАРА ЗАГОРА,"Професионална гимназия по строителство, архитектура и геодезия ""Лубор Байер""",2402131,119,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.92,,,119,5.63,,
СТАРА ЗАГОРА,СТАРА ЗАГОРА,ГР.СТАРА ЗАГОРА,"Гимназия с преподаване на чужди езици ""Ромен Ролан""",2403264,212,4.97,9,4.7,1,5.2,,,2,4.49,,,1,3.58,1,5.36,,,4,4.64,,,,,,,,,66,5.8,72,5.2,,,,,,,,,,,47,05.07,,,,,,,,,5,4.94,6,4.99,,,,,,,,,,,,,,
СТАРА ЗАГОРА,СТАРА ЗАГОРА,ГР.СТАРА ЗАГОРА,"Национално училище за музикални и сценични изкуства""Христина Морфова""",2902104,17,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,5.16,,,,
СТАРА ЗАГОРА,СТАРА ЗАГОРА,С.КИРИЛОВО,"Частно средно училище ""Нов век""",2400161,8,3.52,,,,,,,2,2.8,,,,,,,,,,,,,,,,,5,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СТАРА ЗАГОРА,ЧИРПАН,ГР.ЧИРПАН,"Средно училище ""Пейо Крачолов Яворов""",2401178,52,4.23,6,3.22,,,,,,,,,,,4,3.77,,,,,,,,,,,23,4.88,,,16,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
СТАРА ЗАГОРА,ЧИРПАН,ГР.ЧИРПАН,Професионална гимназия по селско стопанство,2401179,40,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4.52,16,4.47,14,4.74,,
ТЪРГОВИЩЕ,АНТОНОВО,ГР.АНТОНОВО,"Средно училище ""Свети Свети Кирил и Методий""",2500201,12,3.76,,,,,,,12,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ТЪРГОВИЩЕ,ОМУРТАГ,ГР.ОМУРТАГ,"Профилирана гимназия ""Симеон Велчев""",2520401,72,3.62,,,,,,,14,3.23,,,7,3.95,24,3.47,,,1,3.42,,,,,4,03.06,21,4.72,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ТЪРГОВИЩЕ,ОМУРТАГ,ГР.ОМУРТАГ,Професионална гимназия по транспорт и лека промишленост,2520601,38,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3.77,,,,,,
ТЪРГОВИЩЕ,ОПАКА,ГР.ОПАКА,"Средно училище ""Васил Левски""",2530201,12,3.32,,,,,,,3,4.72,,,,,9,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ТЪРГОВИЩЕ,ПОПОВО,ГР.ПОПОВО,"Профилирана гимназия ""Христо Ботев""",2540401,52,4.58,4,3.94,,,,,,,,,,,1,2,,,1,5.2,,,,,14,05.05,33,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ТЪРГОВИЩЕ,ПОПОВО,ГР.ПОПОВО,Професионална гимназия по техника и лека промишленост,2540601,33,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,5.63,,
ТЪРГОВИЩЕ,ПОПОВО,ГР.ПОПОВО,"Професионална гимназия по селско стопанство ""Никола Пушкаров""",2540602,86,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3.85,8,4.71,58,5.24,,
ТЪРГОВИЩЕ,ТЪРГОВИЩЕ,ГР.ТЪРГОВИЩЕ,"Спортно училище ""Никола Симов""",2500203,12,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4.58,,,,,,
ТЪРГОВИЩЕ,ТЪРГОВИЩЕ,ГР.ТЪРГОВИЩЕ,"Първо средно училище ""Свети Седмочисленици""",2500204,101,4.35,7,05.04,,,,,7,3.52,,,,,10,3.73,,,,,,,,,7,4.15,,,,,69,4.51,,,,,,,,,1,5.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ТЪРГОВИЩЕ,ТЪРГОВИЩЕ,ГР.ТЪРГОВИЩЕ,"Професионална гимназия по икономическа информатика ""Джон Атанасов """,2500601,94,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,4.58,,
ТЪРГОВИЩЕ,ТЪРГОВИЩЕ,ГР.ТЪРГОВИЩЕ,"Професионална техническа гимназия ""Цар Симеон Велики""",2500602,48,03.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,4.6,,
ТЪРГОВИЩЕ,ТЪРГОВИЩЕ,ГР.ТЪРГОВИЩЕ,Професионална гимназия по електротехника и строителство,2500603,8,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,3,4.52,,
ТЪРГОВИЩЕ,ТЪРГОВИЩЕ,ГР.ТЪРГОВИЩЕ,"Професионална гимназия по туризъм и хранително-вкусови технологии ""Алеко Константинов""",2500604,23,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,03.07,,,,,,
ТЪРГОВИЩЕ,ТЪРГОВИЩЕ,ГР.ТЪРГОВИЩЕ,Професионална гимназия по земеделие,2500605,8,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3.95,,,7,4.64,,
ТЪРГОВИЩЕ,ТЪРГОВИЩЕ,ГР.ТЪРГОВИЩЕ,"Второ средно училище ""Професор Никола Маринов""",2501694,85,4.29,8,4.39,7,3.84,,,,,1,5.1,12,3.9,10,3.92,,,,,,,1,4.66,,,,,,,48,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ХАСКОВО,ДИМИТРОВГРАД,ГР.ДИМИТРОВГРАД,"Средно училище ""Любен Каравелов""",2602018,50,03.06,,,,,,,8,2.3,,,,,,,,,6,3.23,,,,,8,3.2,,,,,23,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ХАСКОВО,ДИМИТРОВГРАД,ГР.ДИМИТРОВГРАД,"Природо-математическа гимназия със засилено изучаване на чужди езици ""Иван Вазов""",2602019,95,4.32,10,4.39,7,3.55,,,14,3.58,,,,,12,3.96,2,5.3,7,4.32,,,,,,,,,,,43,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ХАСКОВО,ДИМИТРОВГРАД,ГР.ДИМИТРОВГРАД,"ПРОФИЛИРАНА ЕЗИКОВА ГИМНАЗИЯ ""Д-р Иван Богоров""",2602020,66,04.03,,,4,3.9,,,13,3.62,,,,,5,3.57,,,2,2,,,,,,,,,,,37,3.99,,,3,3.49,,,,,,,,,,,4,4.97,,,,,,,,,,,,,,,,,,,,,,
ХАСКОВО,ДИМИТРОВГРАД,ГР.ДИМИТРОВГРАД,"Професионална гимназия ""Проф. д-р Асен Златаров""",2602023,31,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,10,4.17,20,4.73,,
ХАСКОВО,ИВАЙЛОВГРАД,ГР.ИВАЙЛОВГРАД,"Средно училище ""Христо Ботев""",2610005,25,4.14,5,3.8,,,,,,,,,,,16,4.43,,,2,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ХАСКОВО,ЛЮБИМЕЦ,ГР.ЛЮБИМЕЦ,"Средно училище ""Желязко Терпешев""",2606005,33,3.46,,,,,,,11,4.49,,,,,6,4.41,,,,,,,,,,,5,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2.31,,,,,,
ХАСКОВО,МАДЖАРОВО,ГР.МАДЖАРОВО,"Средно училище ""Димитър Маджаров""",2608001,19,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,04.01,,,,
ХАСКОВО,МИНЕРАЛНИ БАНИ,С.КАРАМАНЦИ,"СРЕДНО УЧИЛИЩЕ ""ХРИСТО БОТЕВ""",2607002,10,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4.3,,,,
ХАСКОВО,СВИЛЕНГРАД,ГР.СВИЛЕНГРАД,"Средно училище ""Д-р Петър Берон""",2605008,52,4.44,,,4,4.51,,,5,4.64,,,,,,,,,,,,,,,,,21,5.18,,,20,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ХАСКОВО,СВИЛЕНГРАД,ГР.СВИЛЕНГРАД,"Професионална гимназия по селско стопанство и икономика ""Христо Ботев""",2605016,49,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,05.09,,
ХАСКОВО,СИМЕОНОВГРАД,ГР.СИМЕОНОВГРАД,"Средно училище ""Свети Климент Охридски""",2604004,13,02.09,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3.96,,,,
ХАСКОВО,СТАМБОЛОВО,С.СТАМБОЛОВО,"Средно училище "" Свети Климент Охридски """,2609006,11,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4.92,,,,
ХАСКОВО,ТОПОЛОВГРАД,ГР.ТОПОЛОВГРАД,"Средно училище ""Д-р Петър Берон""",2611018,45,2.66,,,,,,,14,03.09,3,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,4.36,,,,,,
ХАСКОВО,ХАРМАНЛИ,ГР.ХАРМАНЛИ,"Средно училище ""Неофит Рилски""",2603008,53,3.47,,,6,2.4,,,,,,,,,2,2,,,,,,,,,,,,,,,41,04.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ХАСКОВО,ХАРМАНЛИ,ГР.ХАРМАНЛИ,"Професионална гимназия по електропромишленост и текстил ""Захари Стоянов""",2603009,23,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4.26,,
ХАСКОВО,ХАСКОВО,ГР.ХАСКОВО,"Средно училище "" Васил Левски""",2601025,13,2.97,,,,,,,,,,,10,3.5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ХАСКОВО,ХАСКОВО,ГР.ХАСКОВО,"Средно училище ""Св.Паисий Хилендарски""",2601026,1,2,,,,,,,,,,,,,1,5.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ХАСКОВО,ХАСКОВО,ГР.ХАСКОВО,"СПОРТНО УЧИЛИЩЕ ""СТЕФАН КАРАДЖА""",2601027,15,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,4.24,,,,
ХАСКОВО,ХАСКОВО,ГР.ХАСКОВО,"Езикова гимназия ""Проф. д-р Асен Златаров""",2601028,180,4.68,4,3.3,7,4.57,,,2,4.54,2,5.16,,,10,3.4,,,2,4.17,,,,,7,4.88,,,58,5.64,81,05.06,,,,,,,,,,,3,4.65,,,,,5,4.9,,,,,,,,,,,,,,,,,,,,
ХАСКОВО,ХАСКОВО,ГР.ХАСКОВО,"Природо-математическа гимназия ""Академик Боян Петканчин""",2601029,129,4.84,41,3.74,,,,,,,,,,,11,4.8,7,5.31,14,4.25,,,,,,,,,,,62,05.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ХАСКОВО,ХАСКОВО,ГР.ХАСКОВО,"Финансово-стопанска гимназия ""Атанас Буров""",2601031,133,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,5.25,,
ХАСКОВО,ХАСКОВО,ГР.ХАСКОВО,"Професионална гимназия по туризъм ""Александър Паскалев""",2601032,63,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,4.78,,,,
ХАСКОВО,ХАСКОВО,ГР.ХАСКОВО,"Професионална гимназия по дървообработване и строителство ""Цар Иван Асен """,2601034,108,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,4.4,13,05.01,,
ХАСКОВО,ХАСКОВО,ГР.ХАСКОВО,"Професионална гимназия по лека промишленост ""Райна Княгиня""",2601035,8,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.93,,,6,3.58,,
ХАСКОВО,ХАСКОВО,ГР.ХАСКОВО,"Професионална гимназия по механоелектротехника ""Стойчо и Кица Марчеви""",2601036,55,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,4.81,,
ХАСКОВО,ХАСКОВО,ГР.ХАСКОВО,"Професионална гимназия по транспорт и аграрни технологии ""Н.Й.Вапцаров""",2601904,25,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,18,4.66,,
ШУМЕН,ВЕЛИКИ ПРЕСЛАВ,ГР.ВЕЛИКИ ПРЕСЛАВ,"Професионална техническа гимназия ""Симеон Велики""",2700024,18,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,4.39,,
ШУМЕН,ВЕЛИКИ ПРЕСЛАВ,ГР.ВЕЛИКИ ПРЕСЛАВ,"Средно училище ""Черноризец Храбър""",2700103,1,3.16,,,,,,,,,,,,,1,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ШУМЕН,ВЕЛИКИ ПРЕСЛАВ,ГР.ВЕЛИКИ ПРЕСЛАВ,Професионална гимназия по селско стопанство,2700282,21,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3.47,,
ШУМЕН,ВЕНЕЦ,С.ВЕНЕЦ,"Средно училище ""Никола Йонков Вапцаров""",2700069,14,3.38,,,,,1,2,,,,,,,12,2.82,,,3,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ШУМЕН,ВЪРБИЦА,ГР.ВЪРБИЦА,"Средно училище ""Св. Паисий Хилендарски""",2700062,36,3.28,,,,,,,,,,,,,13,03.09,,,,,,,,,,,,,7,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,,,,,
ШУМЕН,КАОЛИНОВО,ГР.КАОЛИНОВО,"Средно училище ""Георги Стойков Раковски""",2700216,17,2.45,,,,,,,,,,,,,14,2.25,,,,,,,,,,,4,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ШУМЕН,КАСПИЧАН,ГР.КАСПИЧАН,"Средно училище ""Панайот Волов""",2700067,24,3.17,,,,,,,,,,,,,16,2.77,,,1,2,,,,,,,5,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ШУМЕН,НИКОЛА КОЗЛЕВО,С.НИКОЛА КОЗЛЕВО,"Средно училище ""Цанко Бакалов Церковски""",2700192,33,2.19,,,,,,,11,2.58,,,,,3,2,,,2,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3.53,,,,,,
ШУМЕН,НОВИ ПАЗАР,ГР.НОВИ ПАЗАР,"Средно училище ""Васил Левски""",2700047,38,2.91,,,,,,,20,2.36,,,,,4,2.8,,,,,,,,,,,10,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ШУМЕН,НОВИ ПАЗАР,ГР.НОВИ ПАЗАР,"Средно училище ""Хан Исперих""",2700071,26,3.7,,,,,,,,,,,,,8,2.78,,,,,,,,,,,16,05.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ШУМЕН,НОВИ ПАЗАР,ГР.НОВИ ПАЗАР,Професионална гимназия по селско стопанство,2700220,16,02.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3.57,,,,,,
ШУМЕН,НОВИ ПАЗАР,ГР.НОВИ ПАЗАР,"Професионална гимназия по химични технологии и дизайн ""Проф. д-р Асен Златаров""",2700224,12,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3.93,,,,,,
ШУМЕН,СМЯДОВО,ГР.СМЯДОВО,"Средно училище ""Св. св. Кирил и Методий""",2700191,19,2.94,,,,,,,,,,,,,20,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ШУМЕН,ХИТРИНО,С.ХИТРИНО,"Средно училище ""Д-р Петър Берон""",2700088,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3.37,,,,,,
ШУМЕН,ШУМЕН,ГР.ШУМЕН,Професионална гимназия по строителство архитектура и геодезия,2700006,59,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.16,,,46,4.69,,
ШУМЕН,ШУМЕН,ГР.ШУМЕН,Професионална гимназия по икономика,2700011,103,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,4.93,,
ШУМЕН,ШУМЕН,ГР.ШУМЕН,"Професионална гимназия по облекло, хранене и химични технологии Проф. д-р Асен Златаров",2700031,59,2.67,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3.72,1,2,26,4.59,,
ШУМЕН,ШУМЕН,ГР.ШУМЕН,Професионална гимназия по селско стопанство и хранителни технологии,2700064,33,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,4.38,,
ШУМЕН,ШУМЕН,ГР.ШУМЕН,"Средно училище ""Панайот Волов""",2700076,65,3.5,,,,,,,18,2.91,,,,,4,2.58,,,2,2.95,,,,,,,,,,,20,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,4.63,,
